county,year,month,TMAX,TMIN
Humboldt,2019,2,50.18,36.9
Humboldt,2019,3,56.7,39.9
Humboldt,2019,4,63.13,45.63
Humboldt,2019,5,64.03,45.6
Humboldt,2019,6,73.01,48.39
Humboldt,2019,7,74.06,53.66
Humboldt,2019,8,77.65,54.3
Humboldt,2019,9,73.62,51.5
Humboldt,2019,10,65.83,41.0
Humboldt,2019,11,57.57,39.09
Humboldt,2019,12,55.54,42.44
Humboldt,2020,1,53.59,42.61
Humboldt,2020,2,56.08,36.75
Humboldt,2020,3,54.9,39.28
Humboldt,2020,4,58.18,44.07
Humboldt,2020,5,60.35,46.17
Humboldt,2020,6,62.97,48.69
Humboldt,2020,7,75.2,53.62
Humboldt,2020,8,73.54,51.75
Humboldt,2020,9,68.13,51.78
Humboldt,2020,10,64.42,44.91
Humboldt,2020,11,56.61,38.2
Humboldt,2020,12,56.21,37.85
Imperial,2016,1,70.48,44.65
Imperial,2016,2,81.88,49.6
Imperial,2016,3,84.26,55.12
Imperial,2016,4,87.92,58.84
Imperial,2016,5,91.56,62.79
Imperial,2016,6,107.25,75.04
Imperial,2016,7,110.08,80.25
Imperial,2016,8,108.43,80.12
Imperial,2016,9,99.57,70.87
Imperial,2016,10,93.42,64.53
Imperial,2016,11,81.17,52.21
Imperial,2016,12,68.66,44.86
Imperial,2017,1,67.01,45.42
Imperial,2017,2,74.4,50.14
Imperial,2017,3,84.87,55.77
Imperial,2017,4,90.61,60.64
Imperial,2017,5,93.56,64.19
Imperial,2017,6,107.29,72.6
Imperial,2017,7,108.14,81.86
Imperial,2017,8,107.6,81.26
Imperial,2017,9,97.62,72.03
Imperial,2017,10,93.47,61.88
Imperial,2017,11,82.08,56.84
Imperial,2017,12,73.63,42.92
Imperial,2018,1,75.59,47.06
Imperial,2018,2,74.16,45.81
Imperial,2018,3,78.78,52.92
Imperial,2018,4,90.81,60.58
Imperial,2018,5,93.41,64.03
Imperial,2018,6,103.96,71.34
Imperial,2018,7,108.48,82.75
Imperial,2018,8,107.8,82.92
Imperial,2018,9,104.84,76.12
Imperial,2018,10,87.51,63.33
Imperial,2018,11,78.75,51.06
Imperial,2018,12,68.46,45.57
Imperial,2019,1,67.68,43.54
Imperial,2019,2,65.27,43.34
Imperial,2019,3,78.05,52.84
Imperial,2019,4,88.32,61.17
Imperial,2019,5,87.01,61.83
Imperial,2019,6,102.11,70.92
Imperial,2019,7,107.8,78.67
Imperial,2019,8,108.81,79.7
Imperial,2019,9,99.9,72.21
Imperial,2019,10,89.02,57.91
Imperial,2019,11,79.81,51.7
Imperial,2019,12,66.05,44.32
Imperial,2020,1,72.25,43.94
Imperial,2020,2,75.07,46.66
Imperial,2020,3,74.2,51.58
Imperial,2020,4,87.4,58.38
Imperial,2020,5,99.02,67.78
Imperial,2020,6,102.98,71.68
Imperial,2020,7,110.49,79.25
Imperial,2020,8,111.87,82.53
Imperial,2020,9,106.84,75.52
Imperial,2020,10,97.02,65.8
Imperial,2020,11,80.52,51.11
Imperial,2020,12,71.33,41.26
Inyo,2016,1,57.43,31.85
Inyo,2016,2,70.43,37.51
Inyo,2016,3,75.91,44.97
Inyo,2016,4,81.48,52.01
Inyo,2016,5,87.0,57.74
Inyo,2016,6,104.87,70.38
Inyo,2016,7,108.4,73.17
Inyo,2016,8,105.71,69.95
Inyo,2016,9,95.94,61.27
Inyo,2016,10,84.76,52.26
Inyo,2016,11,72.07,39.57
Inyo,2016,12,58.48,31.18
Inyo,2017,1,55.34,32.76
Inyo,2017,2,64.88,40.42
Inyo,2017,3,77.41,44.35
Inyo,2017,4,81.54,50.2
Inyo,2017,5,90.23,57.05
Inyo,2017,6,104.18,68.96
Inyo,2017,7,109.02,75.8
Inyo,2017,8,105.46,72.02
Inyo,2017,9,94.52,62.11
Inyo,2017,10,85.49,49.02
Inyo,2017,11,74.11,42.75
Inyo,2017,12,64.85,32.67
Inyo,2018,1,64.67,35.6
Inyo,2018,2,67.12,35.13
Inyo,2018,3,71.57,43.67
Inyo,2018,4,85.73,54.4
Inyo,2018,5,89.71,59.31
Inyo,2018,6,104.6,69.89
Inyo,2018,7,110.48,79.73
Inyo,2018,8,107.78,74.35
Inyo,2018,9,100.85,65.03
Inyo,2018,10,84.35,54.14
Inyo,2018,11,72.16,39.69
Inyo,2018,12,60.57,34.59
Inyo,2019,1,61.43,36.28
Inyo,2019,2,58.97,35.49
Inyo,2019,3,70.93,44.74
Inyo,2019,4,84.9,54.27
Inyo,2019,5,84.41,56.14
Inyo,2019,6,101.23,69.31
Inyo,2019,7,107.09,74.14
Inyo,2019,8,107.43,72.91
Inyo,2019,9,96.16,64.29
Inyo,2019,10,81.98,46.36
Inyo,2019,11,70.75,38.65
Inyo,2019,12,55.54,35.47
Inyo,2020,1,62.62,32.74
Inyo,2020,2,69.31,37.38
Inyo,2020,3,69.26,43.62
Inyo,2020,4,81.0,52.36
Inyo,2020,5,94.41,62.03
Inyo,2020,6,101.02,67.86
Inyo,2020,7,108.83,73.66
Inyo,2020,8,109.77,75.39
Inyo,2020,9,101.23,65.76
Inyo,2020,10,91.2,53.74
Inyo,2020,11,72.08,39.98
Inyo,2020,12,62.39,31.14
Kern,2016,1,56.84,38.32
Kern,2016,2,66.98,39.91
Kern,2016,3,69.22,44.15
Kern,2016,4,75.19,49.04
Kern,2016,5,80.13,54.5
Kern,2016,6,94.04,64.31
Kern,2016,7,97.97,66.68
Kern,2016,8,96.97,65.85
Kern,2016,9,89.47,57.94
Kern,2016,10,77.99,51.02
Kern,2016,11,68.78,42.76
Kern,2016,12,56.26,36.8
Kern,2017,1,54.43,37.74
Kern,2017,2,61.17,42.68
Kern,2017,3,69.32,43.87
Kern,2017,4,73.05,46.92
Kern,2017,5,81.35,53.86
Kern,2017,6,92.34,63.07
Kern,2017,7,98.95,69.88
Kern,2017,8,97.18,68.64
Kern,2017,9,87.92,60.44
Kern,2017,10,80.26,48.6
Kern,2017,11,69.51,44.81
Kern,2017,12,62.26,34.11
Kern,2018,1,61.58,40.19
Kern,2018,2,63.91,36.25
Kern,2018,3,64.54,42.42
Kern,2018,4,75.67,47.9
Kern,2018,5,80.52,53.77
Kern,2018,6,91.43,61.03
Kern,2018,7,99.6,70.53
Kern,2018,8,96.24,66.32
Kern,2018,9,90.72,59.67
Kern,2018,10,78.23,50.45
Kern,2018,11,68.64,41.48
Kern,2018,12,56.83,37.74
Kern,2019,1,59.72,38.56
Kern,2019,2,54.89,35.14
Kern,2019,3,64.08,41.55
Kern,2019,4,75.09,48.89
Kern,2019,5,73.54,50.21
Kern,2019,6,91.56,61.97
Kern,2019,7,94.16,65.0
Kern,2019,8,96.18,65.86
Kern,2019,9,87.88,59.55
Kern,2019,10,77.13,46.53
Kern,2019,11,69.41,41.59
Kern,2019,12,57.17,38.96
Kern,2020,1,56.88,35.72
Kern,2020,2,66.11,36.96
Kern,2020,3,63.78,41.82
Kern,2020,4,70.32,48.29
Kern,2020,5,83.44,55.0
Kern,2020,6,89.62,60.17
Kern,2020,7,96.62,65.83
Kern,2020,8,97.44,68.53
Kern,2020,9,92.25,62.66
Kern,2020,10,83.9,54.62
Kern,2020,11,65.64,40.3
Kern,2020,12,60.15,35.06
Kings,2016,1,58.22,41.82
Kings,2016,2,67.38,42.05
Kings,2016,3,70.5,46.45
Kings,2016,4,78.71,51.83
Kings,2016,5,84.74,56.84
Kings,2016,6,96.16,64.61
Kings,2016,7,99.97,66.36
Kings,2016,8,98.71,65.53
Kings,2016,9,92.4,59.3
Kings,2016,10,80.05,52.86
Kings,2016,11,69.38,45.09
Kings,2016,12,57.03,37.8
Kings,2017,1,55.79,39.29
Kings,2017,2,61.86,44.25
Kings,2017,3,70.12,45.12
Kings,2017,4,75.31,48.73
Kings,2017,5,85.16,56.08
Kings,2017,6,95.09,64.19
Kings,2017,7,100.89,68.27
Kings,2017,8,100.03,69.48
Kings,2017,9,91.85,62.34
Kings,2017,10,82.06,50.15
Kings,2017,11,69.13,46.64
Kings,2017,12,60.52,33.7
Kings,2018,1,60.0,42.03
Kings,2018,2,64.81,37.74
Kings,2018,3,67.02,43.77
Kings,2018,4,78.35,50.09
Kings,2018,5,83.85,55.4
Kings,2018,6,93.66,60.59
Kings,2018,7,101.02,69.66
Kings,2018,8,97.72,64.5
Kings,2018,9,92.71,59.22
Kings,2018,10,80.94,51.97
Kings,2018,11,69.39,44.01
Kings,2018,12,57.12,39.87
Kings,2019,1,60.06,40.3
Kings,2019,2,57.67,39.27
Kings,2019,3,67.74,44.63
Kings,2019,4,80.34,51.99
Kings,2019,5,78.57,53.12
Kings,2019,6,94.62,63.75
Kings,2019,7,98.28,66.11
Kings,2019,8,98.56,67.14
Kings,2019,9,90.32,59.99
Kings,2019,10,79.53,47.98
Kings,2019,11,70.76,42.76
Kings,2019,12,58.23,41.22
Kings,2020,1,56.95,38.34
Kings,2020,2,67.49,38.91
Kings,2020,3,66.03,43.81
Kings,2020,4,75.17,50.69
Kings,2020,5,86.83,56.79
Kings,2020,6,92.58,61.75
Kings,2020,7,98.87,65.67
Kings,2020,8,99.86,68.46
Kings,2020,9,93.1,63.42
Kings,2020,10,85.17,54.62
Kings,2020,11,67.09,40.02
Kings,2020,12,59.45,35.59
Lake,2016,1,54.09,34.1
Lake,2016,2,67.84,34.16
Lake,2016,3,64.69,38.47
Lake,2016,4,73.06,41.31
Lake,2016,5,76.37,48.35
Lake,2016,6,87.32,49.18
Lake,2016,7,97.62,55.0
Lake,2016,8,97.52,52.07
Lake,2016,12,58.43,28.17
Lake,2017,1,55.81,32.29
Lake,2017,2,58.64,38.22
Lake,2017,3,65.43,38.39
Lake,2017,4,68.17,40.47
Lake,2017,5,86.0,45.38
Lake,2017,6,81.55,50.31
Lake,2017,7,99.68,54.68
Lake,2017,9,90.68,45.02
Lake,2017,12,69.13,26.01
Lake,2018,1,61.34,32.02
Lake,2018,2,67.02,27.22
Lake,2018,3,59.9,30.99
Lake,2018,4,77.12,37.42
Lake,2018,5,82.0,44.96
Lake,2018,6,95.0,51.83
Lake,2018,7,100.66,58.58
Lake,2018,8,96.19,53.02
Lake,2018,9,88.3,45.34
Lake,2018,10,81.54,43.78
Lake,2018,11,70.5,30.85
Lake,2018,12,60.0,32.0
Lake,2019,1,57.93,34.69
Lake,2019,2,53.6,33.34
Lake,2019,3,60.03,34.93
Lake,2019,4,77.47,41.31
Lake,2019,5,79.59,43.99
Lake,2019,6,95.66,53.51
Lake,2019,7,95.99,55.0
Lake,2019,8,97.49,54.83
Lake,2019,9,90.17,48.28
Lake,2019,10,78.57,39.43
Lake,2019,12,58.12,36.01
Lake,2020,1,62.0,29.72
Lake,2020,2,71.38,29.81
Lake,2020,3,80.06,30.92
Lake,2020,4,68.99,36.99
Lake,2020,5,90.5,44.18
Lake,2020,8,101.72,56.25
Lake,2020,9,94.01,47.7
Lake,2020,10,96.68,42.02
Lake,2020,11,69.37,29.25
Lake,2020,12,62.8,29.1
Lassen,2016,1,43.59,29.36
Lassen,2016,2,55.83,35.92
Lassen,2016,3,53.94,35.29
Lassen,2016,4,62.45,40.58
Lassen,2016,5,65.23,43.54
Lassen,2016,6,80.09,52.29
Lassen,2016,7,85.31,58.12
Lassen,2016,8,86.81,59.8
Lassen,2016,9,77.7,50.74
Lassen,2016,10,63.0,42.74
Lassen,2016,11,55.52,37.07
Lassen,2016,12,44.97,27.96
Lassen,2017,1,40.43,26.6
Lassen,2017,2,46.21,31.55
Lassen,2017,3,55.99,36.56
Lassen,2017,4,57.14,36.96
Lassen,2017,5,69.03,44.83
Lassen,2017,6,79.43,53.95
Lassen,2017,7,88.13,61.08
Lassen,2017,8,87.23,61.68
Lassen,2017,9,75.42,51.45
Lassen,2017,10,66.75,42.1
Lassen,2017,11,54.4,38.61
Lassen,2017,12,50.26,31.41
Lassen,2018,1,50.69,35.11
Lassen,2018,2,48.25,27.65
Lassen,2018,3,49.43,31.05
Lassen,2018,4,59.42,37.96
Lassen,2018,5,67.16,45.1
Lassen,2018,6,77.96,51.38
Lassen,2018,7,88.89,62.41
Lassen,2018,8,85.66,58.63
Lassen,2018,9,79.01,52.05
Lassen,2018,10,64.69,42.67
Lassen,2018,11,55.63,35.2
Lassen,2018,12,44.99,29.82
Lassen,2019,1,47.4,31.24
Lassen,2019,2,39.28,24.64
Lassen,2019,3,49.58,31.48
Lassen,2019,4,60.69,40.2
Lassen,2019,5,62.03,41.32
Lassen,2019,6,76.27,51.17
Lassen,2019,7,83.58,57.31
Lassen,2019,8,85.4,58.59
Lassen,2019,9,74.29,49.92
Lassen,2019,10,63.04,38.31
Lassen,2019,11,57.51,36.87
Lassen,2019,12,44.38,31.06
Lassen,2020,1,47.46,31.78
Lassen,2020,2,53.46,31.02
Lassen,2020,3,49.09,30.78
Lassen,2020,4,60.54,38.25
Lassen,2020,5,68.47,44.65
Lassen,2020,6,76.54,50.66
Lassen,2020,7,86.21,58.31
Lassen,2020,8,87.71,60.99
Lassen,2020,9,83.18,56.03
Lassen,2020,10,73.46,46.78
Lassen,2020,11,55.0,34.89
Lassen,2020,12,48.97,31.15
Los Angeles,2016,1,63.94,46.36
Los Angeles,2016,2,75.61,50.17
Los Angeles,2016,3,70.2,50.72
Los Angeles,2016,4,74.39,53.9
Los Angeles,2016,5,71.94,55.04
Los Angeles,2016,6,82.6,61.88
Los Angeles,2016,7,83.77,63.79
Los Angeles,2016,8,85.16,64.85
Los Angeles,2016,9,83.86,62.99
Los Angeles,2016,10,78.9,58.48
Los Angeles,2016,11,75.38,52.62
Los Angeles,2016,12,64.87,47.0
Los Angeles,2017,1,62.79,46.56
Los Angeles,2017,2,63.34,48.93
Los Angeles,2017,3,73.13,51.43
Los Angeles,2017,4,75.16,53.52
Los Angeles,2017,5,74.2,55.11
Los Angeles,2017,6,80.83,60.65
Los Angeles,2017,7,86.06,65.59
Los Angeles,2017,8,85.32,65.79
Los Angeles,2017,9,82.87,62.96
Los Angeles,2017,10,83.16,59.68
Los Angeles,2017,11,74.66,54.75
Los Angeles,2017,12,72.26,48.19
Los Angeles,2018,1,71.11,50.2
Los Angeles,2018,2,68.07,46.61
Los Angeles,2018,3,66.63,49.15
Los Angeles,2018,4,72.97,52.64
Los Angeles,2018,5,71.52,55.15
Los Angeles,2018,6,78.81,59.35
Los Angeles,2018,7,88.35,68.02
Los Angeles,2018,8,86.84,67.05
Los Angeles,2018,9,82.67,62.23
Los Angeles,2018,10,78.03,58.45
Los Angeles,2018,11,73.89,52.55
Los Angeles,2018,12,65.75,47.7
Los Angeles,2019,1,64.6,47.14
Los Angeles,2019,2,58.76,43.22
Los Angeles,2019,3,66.96,49.11
Los Angeles,2019,4,72.48,53.59
Los Angeles,2019,5,68.92,53.43
Los Angeles,2019,6,77.14,59.83
Los Angeles,2019,7,83.68,63.51
Los Angeles,2019,8,85.49,63.82
Los Angeles,2019,9,83.8,63.26
Los Angeles,2019,10,81.22,56.32
Los Angeles,2019,11,72.71,50.64
Los Angeles,2019,12,63.18,46.45
Los Angeles,2020,1,66.55,46.41
Los Angeles,2020,2,69.31,47.71
Los Angeles,2020,3,64.58,48.34
Los Angeles,2020,4,70.64,53.52
Los Angeles,2020,5,77.66,57.34
Los Angeles,2020,6,78.77,60.19
Los Angeles,2020,7,82.93,61.47
Los Angeles,2020,8,87.5,65.59
Los Angeles,2020,9,87.57,64.11
Los Angeles,2020,10,82.72,60.63
Los Angeles,2020,11,72.48,49.52
Los Angeles,2020,12,68.6,45.96
Madera,2016,1,58.06,41.39
Madera,2016,2,67.21,41.08
Madera,2016,3,68.42,45.67
Madera,2016,4,76.78,49.98
Madera,2016,5,83.72,54.56
Madera,2016,6,94.85,60.81
Madera,2016,7,97.87,62.34
Madera,2016,8,96.35,61.46
Madera,2016,9,89.85,56.2
Madera,2016,10,78.17,50.44
Madera,2016,11,68.21,43.24
Madera,2016,12,55.55,36.71
Madera,2017,1,54.7,39.59
Madera,2017,2,62.13,45.55
Madera,2017,3,69.24,44.2
Madera,2017,4,73.65,47.52
Madera,2017,5,84.05,54.53
Madera,2017,6,94.02,61.01
Madera,2017,7,100.25,65.88
Madera,2017,8,98.07,66.77
Madera,2017,9,89.66,60.47
Madera,2017,10,78.83,46.24
Madera,2017,11,67.86,44.77
Madera,2017,12,60.45,31.87
Madera,2018,1,61.1,41.43
Madera,2018,2,62.74,36.84
Madera,2018,3,66.3,43.0
Madera,2018,4,75.26,48.3
Madera,2018,5,82.28,53.72
Madera,2018,6,93.13,57.78
Madera,2018,7,99.41,67.16
Madera,2018,8,96.53,62.03
Madera,2018,9,91.83,57.25
Madera,2018,10,80.24,50.66
Madera,2018,11,69.69,42.08
Madera,2018,12,59.51,41.33
Madera,2019,1,60.91,42.27
Madera,2019,2,58.8,39.06
Madera,2019,3,67.72,44.33
Madera,2019,4,81.05,51.48
Madera,2019,5,80.61,53.84
Madera,2019,6,94.17,60.04
Madera,2019,7,97.93,63.57
Madera,2019,8,97.44,63.71
Madera,2019,9,89.4,57.56
Madera,2019,10,78.25,44.27
Madera,2019,11,69.18,39.99
Madera,2019,12,58.62,41.69
Madera,2020,1,57.01,37.84
Madera,2020,2,67.14,36.45
Madera,2020,3,65.99,42.26
Madera,2020,4,74.65,48.57
Madera,2020,5,86.08,53.87
Madera,2020,6,91.08,57.26
Madera,2020,7,98.08,62.18
Madera,2020,8,98.36,65.56
Madera,2020,9,91.99,59.61
Madera,2020,10,85.81,52.03
Madera,2020,11,66.66,37.08
Madera,2020,12,58.38,34.82
Marin,2016,1,53.08,43.65
Marin,2016,2,65.12,47.77
Marin,2016,3,61.07,46.52
Marin,2016,4,67.73,48.74
Marin,2016,5,71.47,50.1
Marin,2016,6,79.29,52.65
Marin,2016,7,81.78,53.91
Marin,2016,8,80.14,52.34
Marin,2016,9,80.98,54.03
Marin,2016,10,68.19,52.07
Marin,2016,11,65.03,50.5
Marin,2016,12,55.33,41.69
Marin,2017,1,52.69,41.3
Marin,2017,2,56.29,44.81
Marin,2017,3,63.89,46.33
Marin,2017,4,64.6,46.39
Marin,2017,5,72.66,50.07
Marin,2017,6,78.6,53.27
Marin,2017,7,84.61,56.02
Marin,2017,8,82.58,56.86
Marin,2017,9,82.24,58.72
Marin,2017,10,77.29,53.84
Marin,2017,11,60.88,47.56
Marin,2017,12,58.86,45.0
Marin,2018,1,56.21,44.78
Marin,2018,2,63.12,44.2
Marin,2018,3,59.56,43.54
Marin,2018,4,65.86,45.13
Marin,2018,5,68.87,47.7
Marin,2018,6,78.62,50.85
Marin,2018,7,83.19,54.28
Marin,2018,8,78.87,53.55
Marin,2018,9,79.65,52.85
Marin,2018,10,75.01,52.66
Marin,2018,11,65.61,50.68
Marin,2018,12,54.94,43.88
Marin,2019,1,56.09,45.21
Marin,2019,2,51.25,39.06
Marin,2019,3,58.97,43.58
Marin,2019,4,68.23,48.3
Marin,2019,5,66.17,46.82
Marin,2019,6,80.14,53.54
Marin,2019,7,81.21,54.03
Marin,2019,8,84.72,57.59
Marin,2019,9,79.89,56.41
Marin,2019,10,75.72,53.45
Marin,2019,11,66.84,48.65
Marin,2019,12,54.06,44.6
Marin,2020,1,55.45,43.18
Marin,2020,2,65.17,45.25
Marin,2020,3,59.49,43.18
Marin,2020,4,66.16,45.78
Marin,2020,5,73.26,51.25
Marin,2020,6,79.56,53.23
Marin,2020,7,81.43,52.1
Marin,2020,8,86.87,58.21
Marin,2020,9,84.97,59.35
Marin,2020,10,82.38,59.79
Marin,2020,11,63.89,45.7
Marin,2020,12,58.92,44.08
Mariposa,2016,1,51.21,33.94
Mariposa,2016,2,62.77,34.91
Mariposa,2016,3,59.63,37.63
Mariposa,2016,4,65.84,41.61
Mariposa,2016,5,72.15,45.73
Mariposa,2016,6,86.12,56.51
Mariposa,2016,7,90.13,59.51
Mariposa,2016,8,89.25,57.51
Mariposa,2016,9,81.77,49.93
Mariposa,2016,10,70.25,43.89
Mariposa,2016,11,63.12,38.5
Mariposa,2016,12,51.04,31.99
Mariposa,2017,1,47.49,32.13
Mariposa,2017,2,52.84,36.2
Mariposa,2017,3,61.04,37.48
Mariposa,2017,4,64.0,39.84
Mariposa,2017,5,74.62,45.92
Mariposa,2017,6,85.23,53.51
Mariposa,2017,7,92.05,60.24
Mariposa,2017,8,90.51,62.65
Mariposa,2017,9,81.09,55.02
Mariposa,2017,10,74.45,46.0
Mariposa,2017,11,62.39,40.16
Mariposa,2017,12,60.9,33.07
Mariposa,2018,1,58.94,36.95
Mariposa,2018,2,56.22,30.89
Mariposa,2018,3,56.11,34.31
Mariposa,2018,4,66.71,40.91
Mariposa,2018,5,72.6,47.28
Mariposa,2018,6,84.76,54.63
Mariposa,2018,7,92.57,65.38
Mariposa,2018,8,88.91,60.71
Mariposa,2018,9,84.59,55.0
Mariposa,2018,10,72.34,47.3
Mariposa,2018,11,63.49,41.29
Mariposa,2018,12,52.64,36.19
Mariposa,2019,1,54.22,37.4
Mariposa,2019,2,47.85,32.71
Mariposa,2019,3,55.02,36.93
Mariposa,2019,4,67.49,43.21
Mariposa,2019,5,66.65,44.2
Mariposa,2019,6,83.57,55.83
Mariposa,2019,7,88.41,60.26
Mariposa,2019,8,89.29,60.84
Mariposa,2019,9,81.13,53.56
Mariposa,2019,10,72.64,44.21
Mariposa,2019,11,65.06,40.76
Mariposa,2019,12,51.98,36.33
Mariposa,2020,1,53.32,34.24
Mariposa,2020,2,60.27,35.97
Mariposa,2020,3,55.52,37.5
Mariposa,2020,4,65.88,45.53
Mariposa,2020,5,80.37,52.81
Mariposa,2020,6,83.8,53.97
Mariposa,2020,7,90.61,60.96
Mariposa,2020,8,92.08,64.45
Mariposa,2020,9,89.79,63.3
Mariposa,2020,10,82.46,55.6
Mariposa,2020,11,61.65,37.54
Mariposa,2020,12,56.96,35.61
Mendocino,2016,1,53.04,41.79
Mendocino,2016,2,64.47,41.34
Mendocino,2016,3,60.77,42.55
Mendocino,2016,4,69.09,44.5
Mendocino,2016,5,73.58,49.01
Mendocino,2016,6,82.58,51.89
Mendocino,2016,7,86.72,53.76
Mendocino,2016,8,87.16,53.9
Mendocino,2016,9,83.97,50.84
Mendocino,2016,10,67.08,47.97
Mendocino,2016,11,61.42,43.25
Mendocino,2016,12,52.8,34.78
Mendocino,2017,1,52.42,36.25
Mendocino,2017,2,54.82,41.18
Mendocino,2017,3,62.05,42.19
Mendocino,2017,4,63.03,42.01
Mendocino,2017,5,75.07,47.13
Mendocino,2017,6,81.19,52.84
Mendocino,2017,7,89.44,55.44
Mendocino,2017,8,90.63,57.74
Mendocino,2017,9,83.66,53.87
Mendocino,2017,10,76.56,44.96
Mendocino,2017,11,58.95,43.38
Mendocino,2017,12,59.34,35.59
Mendocino,2018,1,56.3,41.01
Mendocino,2018,2,60.92,35.47
Mendocino,2018,3,59.34,38.48
Mendocino,2018,4,65.63,42.51
Mendocino,2018,5,73.48,47.49
Mendocino,2018,6,82.45,50.4
Mendocino,2018,7,90.55,56.8
Mendocino,2018,8,85.79,54.21
Mendocino,2018,9,82.4,50.16
Mendocino,2018,10,74.55,47.16
Mendocino,2018,11,64.95,40.91
Mendocino,2018,12,54.86,38.79
Mendocino,2019,1,57.23,40.8
Mendocino,2019,2,49.54,36.13
Mendocino,2019,3,58.36,39.97
Mendocino,2019,4,68.5,46.21
Mendocino,2019,5,70.18,46.62
Mendocino,2019,6,85.13,53.18
Mendocino,2019,7,86.25,55.19
Mendocino,2019,8,87.85,56.78
Mendocino,2019,9,81.68,52.42
Mendocino,2019,10,77.61,43.48
Mendocino,2019,11,69.44,41.28
Mendocino,2019,12,54.16,41.11
Mendocino,2020,1,54.54,38.63
Mendocino,2020,2,66.4,37.37
Mendocino,2020,3,60.27,37.75
Mendocino,2020,4,69.52,44.29
Mendocino,2020,5,74.24,48.01
Mendocino,2020,6,82.28,52.98
Mendocino,2020,7,88.62,54.95
Mendocino,2020,8,90.07,58.3
Mendocino,2020,9,85.53,55.4
Mendocino,2020,10,82.97,49.87
Mendocino,2020,11,62.83,38.57
Mendocino,2020,12,58.1,36.95
Merced,2016,1,57.02,41.86
Merced,2016,2,67.0,41.45
Merced,2016,3,68.52,45.97
Merced,2016,4,75.95,49.57
Merced,2016,5,81.84,53.09
Merced,2016,6,93.93,59.27
Merced,2016,7,96.41,61.05
Merced,2016,8,94.6,59.65
Merced,2016,9,90.01,55.47
Merced,2016,10,77.71,51.87
Merced,2016,11,67.22,45.46
Merced,2016,12,55.63,36.88
Merced,2017,1,54.63,38.74
Merced,2017,2,61.22,44.7
Merced,2017,3,68.3,45.57
Merced,2017,4,71.4,47.74
Merced,2017,5,82.79,53.8
Merced,2017,6,91.58,59.87
Merced,2017,7,98.51,63.61
Merced,2017,8,95.69,64.14
Merced,2017,9,88.5,59.73
Merced,2017,10,79.39,48.69
Merced,2017,11,67.22,45.95
Merced,2017,12,60.18,34.23
Merced,2018,1,59.0,43.06
Merced,2018,2,64.08,37.53
Merced,2018,3,65.31,43.34
Merced,2018,4,73.88,48.02
Merced,2018,5,80.91,52.31
Merced,2018,6,90.13,56.52
Merced,2018,7,97.89,64.88
Merced,2018,8,93.6,59.74
Merced,2018,9,89.89,55.56
Merced,2018,10,79.71,50.94
Merced,2018,11,68.05,42.67
Merced,2018,12,57.12,40.19
Merced,2019,1,58.83,40.93
Merced,2019,2,57.1,39.44
Merced,2019,3,65.31,43.84
Merced,2019,4,76.78,50.0
Merced,2019,5,76.23,51.23
Merced,2019,6,91.3,58.94
Merced,2019,7,94.62,60.7
Merced,2019,8,95.02,62.29
Merced,2019,9,88.14,57.56
Merced,2019,10,78.38,47.01
Merced,2019,11,69.32,41.76
