county,year,month,TMAX,TMIN
Merced,2019,12,57.87,42.02
Merced,2020,1,56.92,38.52
Merced,2020,2,66.8,38.75
Merced,2020,3,64.68,43.03
Merced,2020,4,74.35,48.4
Merced,2020,5,85.14,54.16
Merced,2020,6,90.98,58.53
Merced,2020,7,95.19,60.19
Merced,2020,8,96.46,64.78
Merced,2020,9,91.52,59.93
Merced,2020,10,84.37,52.66
Merced,2020,11,66.01,38.97
Merced,2020,12,57.32,35.82
Modoc,2016,1,39.08,22.68
Modoc,2016,2,51.2,24.71
Modoc,2016,3,51.19,29.46
Modoc,2016,4,61.19,34.61
Modoc,2016,5,64.9,38.37
Modoc,2016,6,78.19,44.01
Modoc,2016,7,84.62,46.55
Modoc,2016,8,86.03,45.98
Modoc,2016,9,74.92,38.36
Modoc,2016,10,58.14,35.33
Modoc,2016,11,51.75,27.41
Modoc,2016,12,38.26,16.62
Modoc,2017,1,35.23,15.56
Modoc,2017,2,43.38,25.18
Modoc,2017,3,51.51,29.66
Modoc,2017,4,52.88,30.66
Modoc,2017,5,67.67,36.88
Modoc,2017,6,77.7,44.64
Modoc,2017,7,88.36,48.26
Modoc,2017,8,87.48,50.12
Modoc,2017,9,75.07,40.29
Modoc,2017,10,64.02,27.39
Modoc,2017,11,48.97,29.72
Modoc,2017,12,45.25,17.08
Modoc,2018,1,47.23,27.07
Modoc,2018,2,43.99,16.54
Modoc,2018,3,48.19,24.17
Modoc,2018,4,55.97,30.02
Modoc,2018,5,67.17,40.1
Modoc,2018,6,75.38,42.07
Modoc,2018,7,88.06,48.85
Modoc,2018,8,84.69,44.32
Modoc,2018,9,75.81,34.87
Modoc,2018,10,61.63,30.11
Modoc,2018,11,51.78,22.73
Modoc,2018,12,40.08,20.67
Modoc,2019,1,43.03,22.47
Modoc,2019,2,35.64,18.12
Modoc,2019,3,46.19,25.12
Modoc,2019,4,57.28,33.6
Modoc,2019,5,61.84,36.27
Modoc,2019,6,75.4,41.0
Modoc,2019,7,83.37,46.28
Modoc,2019,8,84.4,46.2
Modoc,2019,9,70.48,39.64
Modoc,2019,10,58.28,25.06
Modoc,2019,11,54.5,22.45
Modoc,2019,12,41.28,24.03
Modoc,2020,1,42.05,24.15
Modoc,2020,2,48.1,19.5
Modoc,2020,3,48.22,22.83
Modoc,2020,4,58.73,30.35
Modoc,2020,5,66.17,37.06
Modoc,2020,6,74.29,42.3
Modoc,2020,7,86.05,46.08
Modoc,2020,8,85.6,47.35
Modoc,2020,9,81.69,41.03
Modoc,2020,10,67.97,27.27
Modoc,2020,11,49.44,23.02
Modoc,2020,12,43.1,17.05
Mono,2016,1,43.68,20.52
Mono,2016,2,54.38,23.02
Mono,2016,3,56.18,28.71
Mono,2016,4,61.15,31.86
Mono,2016,5,64.97,37.04
Mono,2016,6,81.03,48.44
Mono,2016,7,87.38,51.76
Mono,2016,8,86.28,50.1
Mono,2016,9,77.3,42.0
Mono,2016,10,65.76,34.82
Mono,2016,11,57.18,26.7
Mono,2016,12,47.03,21.47
Mono,2017,1,37.25,16.62
Mono,2017,2,46.15,25.76
Mono,2017,3,58.17,28.33
Mono,2017,4,59.55,32.42
Mono,2017,5,70.1,39.91
Mono,2017,6,82.53,48.46
Mono,2017,7,88.66,54.51
Mono,2017,8,85.5,53.21
Mono,2017,9,73.75,42.89
Mono,2017,10,68.16,31.11
Mono,2017,11,58.47,31.01
Mono,2017,12,52.59,21.01
Mono,2018,1,51.93,25.16
Mono,2018,2,48.52,18.3
Mono,2018,3,48.11,23.58
Mono,2018,4,62.41,33.2
Mono,2018,5,67.36,39.88
Mono,2018,6,82.71,47.68
Mono,2018,7,89.91,56.49
Mono,2018,8,86.29,50.94
Mono,2018,9,79.91,43.32
Mono,2018,10,63.86,34.29
Mono,2018,11,57.0,26.6
Mono,2018,12,43.93,22.12
Mono,2019,1,46.11,22.49
Mono,2019,2,37.6,16.14
Mono,2019,3,51.2,24.14
Mono,2019,4,62.01,33.38
Mono,2019,5,61.9,35.68
Mono,2019,6,77.41,45.59
Mono,2019,7,86.53,52.01
Mono,2019,8,88.01,52.3
Mono,2019,9,75.91,42.21
Mono,2019,10,63.68,27.06
Mono,2019,11,56.69,25.35
Mono,2019,12,42.11,21.29
Mono,2020,1,48.53,21.61
Mono,2020,2,53.3,20.22
Mono,2020,3,50.37,25.17
Mono,2020,4,61.22,32.29
Mono,2020,5,71.92,39.09
Mono,2020,6,79.87,45.86
Mono,2020,7,89.54,51.91
Mono,2020,8,89.61,55.25
Mono,2020,9,82.62,46.19
Mono,2020,10,73.99,36.6
Mono,2020,11,55.57,23.38
Mono,2020,12,47.65,19.74
Monterey,2016,1,61.82,44.34
Monterey,2016,2,73.38,42.42
Monterey,2016,3,69.29,45.09
Monterey,2016,4,74.01,46.72
Monterey,2016,5,73.28,49.99
Monterey,2016,6,79.47,51.23
Monterey,2016,7,77.57,51.9
Monterey,2016,8,75.69,53.98
Monterey,2016,9,80.35,51.61
Monterey,2016,10,76.28,48.14
Monterey,2016,11,70.53,44.15
Monterey,2016,12,61.94,37.46
Monterey,2017,1,59.61,40.53
Monterey,2017,2,62.97,45.74
Monterey,2017,3,70.5,44.68
Monterey,2017,4,71.93,45.87
Monterey,2017,5,75.04,49.46
Monterey,2017,6,77.45,51.87
Monterey,2017,7,81.53,53.79
Monterey,2017,8,79.85,56.43
Monterey,2017,9,83.97,55.9
Monterey,2017,10,80.36,46.58
Monterey,2017,11,71.41,45.51
Monterey,2017,12,68.48,34.79
Monterey,2018,1,65.63,42.55
Monterey,2018,2,67.9,37.07
Monterey,2018,3,66.97,42.86
Monterey,2018,4,70.65,45.02
Monterey,2018,5,72.1,49.29
Monterey,2018,6,83.47,51.34
Monterey,2018,7,88.71,55.28
Monterey,2018,8,86.23,53.77
Monterey,2018,9,83.0,48.47
Monterey,2018,10,80.77,46.23
Monterey,2018,11,73.34,39.2
Monterey,2018,12,62.06,39.39
Monterey,2019,1,63.2,41.27
Monterey,2019,2,58.05,39.1
Monterey,2019,3,67.77,41.52
Monterey,2019,4,76.44,47.62
Monterey,2019,5,73.75,48.77
Monterey,2019,6,84.56,54.0
Monterey,2019,7,85.33,53.77
Monterey,2019,8,88.29,54.89
Monterey,2019,9,85.87,52.24
Monterey,2019,10,81.7,41.01
Monterey,2019,11,73.14,39.5
Monterey,2019,12,60.56,40.39
Monterey,2020,1,61.76,37.26
Monterey,2020,2,69.31,36.79
Monterey,2020,3,65.42,42.23
Monterey,2020,4,72.81,46.75
Monterey,2020,5,83.27,49.77
Monterey,2020,6,84.19,52.91
Monterey,2020,7,83.94,54.0
Monterey,2020,8,87.29,57.61
Monterey,2020,9,87.43,55.3
Monterey,2020,10,85.38,49.81
Monterey,2020,11,70.59,37.84
Monterey,2020,12,65.76,34.79
Napa,2016,1,55.65,42.96
Napa,2016,2,68.05,43.45
Napa,2016,3,64.32,44.87
Napa,2016,4,72.21,47.49
Napa,2016,5,75.56,50.81
Napa,2016,6,84.98,53.66
Napa,2016,7,84.97,53.75
Napa,2016,8,82.38,53.95
Napa,2016,9,83.95,52.36
Napa,2016,10,71.68,49.64
Napa,2016,11,65.13,44.84
Napa,2016,12,56.6,37.03
Napa,2017,1,54.72,39.16
Napa,2017,2,58.4,43.86
Napa,2017,3,67.19,44.39
Napa,2017,4,68.53,45.79
Napa,2017,5,77.91,49.95
Napa,2017,6,84.46,54.97
Napa,2017,7,88.98,55.07
Napa,2017,8,86.17,57.6
Napa,2017,9,86.04,55.79
Napa,2017,10,80.2,47.85
Napa,2017,11,62.87,44.18
Napa,2017,12,61.74,36.99
Napa,2018,1,58.74,41.72
Napa,2018,2,64.8,37.51
Napa,2018,3,62.97,40.87
Napa,2018,4,69.01,44.37
Napa,2018,5,74.85,49.67
Napa,2018,6,84.02,52.61
Napa,2018,7,85.98,55.58
Napa,2018,8,82.28,54.57
Napa,2018,9,82.71,51.21
Napa,2018,10,77.94,49.48
Napa,2018,11,68.42,43.51
Napa,2018,12,58.13,40.29
Napa,2019,1,59.39,42.9
Napa,2019,2,53.89,38.28
Napa,2019,3,62.8,42.73
Napa,2019,4,72.38,49.06
Napa,2019,5,70.94,47.98
Napa,2019,6,84.22,54.02
Napa,2019,7,85.32,54.83
Napa,2019,8,87.11,56.61
Napa,2019,9,83.86,52.04
Napa,2019,10,78.45,44.19
Napa,2019,11,68.7,39.9
Napa,2019,12,56.72,42.21
Napa,2020,1,57.87,38.86
Napa,2020,2,68.24,39.37
Napa,2020,3,62.55,40.74
Napa,2020,4,71.14,45.73
Napa,2020,5,78.05,48.84
Napa,2020,6,84.53,51.36
Napa,2020,7,84.3,52.63
Napa,2020,8,88.76,58.13
Napa,2020,9,87.86,55.88
Napa,2020,10,84.47,51.5
Napa,2020,11,65.95,38.96
Napa,2020,12,61.3,37.03
Nevada,2016,1,42.84,23.06
Nevada,2016,2,52.96,23.63
Nevada,2016,3,52.04,28.61
Nevada,2016,4,60.75,31.96
Nevada,2016,5,65.15,36.71
Nevada,2016,6,79.56,43.13
Nevada,2016,7,85.03,45.52
Nevada,2016,8,85.54,44.54
Nevada,2016,9,77.27,38.65
Nevada,2016,10,61.53,34.55
Nevada,2016,11,54.5,27.71
Nevada,2016,12,44.13,19.95
Nevada,2017,1,38.56,19.47
Nevada,2017,2,43.52,24.69
Nevada,2017,3,52.43,25.98
Nevada,2017,4,54.04,28.88
Nevada,2017,5,69.07,36.78
Nevada,2017,6,79.07,43.67
Nevada,2017,7,87.98,48.55
Nevada,2017,8,86.4,49.55
Nevada,2017,9,74.84,41.18
Nevada,2017,10,68.06,29.4
Nevada,2017,11,52.8,30.31
Nevada,2017,12,50.04,19.73
Nevada,2018,1,49.36,26.1
Nevada,2018,2,48.43,17.26
Nevada,2018,3,46.76,21.95
Nevada,2018,4,59.95,29.92
Nevada,2018,5,66.57,38.33
Nevada,2018,6,79.26,41.88
Nevada,2018,7,89.26,50.71
Nevada,2018,8,86.3,46.16
Nevada,2018,9,79.36,39.14
Nevada,2018,10,66.07,33.12
Nevada,2018,11,57.26,24.92
Nevada,2018,12,43.44,22.32
Nevada,2019,1,44.45,22.44
Nevada,2019,2,37.34,16.45
Nevada,2019,3,46.67,24.58
Nevada,2019,4,59.84,32.29
Nevada,2019,5,60.37,33.88
Nevada,2019,6,77.7,43.49
Nevada,2019,7,83.22,46.94
Nevada,2019,8,85.41,47.22
Nevada,2019,9,73.61,39.21
Nevada,2019,10,63.07,27.45
Nevada,2019,11,57.32,25.06
Nevada,2019,12,42.29,25.22
Nevada,2020,1,45.42,24.63
Nevada,2020,2,54.29,22.29
Nevada,2020,3,47.66,25.03
Nevada,2020,4,59.18,30.99
Nevada,2020,5,67.78,36.17
Nevada,2020,6,76.49,42.06
Nevada,2020,7,86.06,47.23
Nevada,2020,8,87.81,48.6
Nevada,2020,9,82.67,41.83
Nevada,2020,10,74.52,32.66
Nevada,2020,11,54.51,23.08
Nevada,2020,12,47.5,20.68
Orange,2016,1,66.24,48.84
Orange,2016,2,77.54,51.82
Orange,2016,3,71.8,53.48
Orange,2016,4,75.22,56.05
Orange,2016,5,72.37,58.61
Orange,2016,6,80.94,63.33
Orange,2016,7,84.91,67.04
Orange,2016,8,84.26,66.15
Orange,2016,9,83.69,64.45
Orange,2016,10,80.1,60.32
Orange,2016,11,77.19,54.19
Orange,2016,12,67.16,50.16
Orange,2017,1,65.41,49.23
Orange,2017,2,66.22,51.54
Orange,2017,3,74.66,52.61
Orange,2017,4,76.5,55.86
Orange,2017,5,74.55,57.68
Orange,2017,6,79.1,61.03
Orange,2017,7,84.11,66.58
Orange,2017,8,84.09,67.06
Orange,2017,9,82.97,64.69
Orange,2017,10,83.92,61.85
Orange,2017,11,76.1,56.27
Orange,2017,12,74.48,49.77
Orange,2018,1,73.4,51.24
Orange,2018,2,70.08,48.52
Orange,2018,3,69.08,51.72
Orange,2018,4,74.11,54.47
Orange,2018,5,72.12,57.45
Orange,2018,6,77.97,60.76
Orange,2018,7,87.8,68.65
Orange,2018,8,86.79,68.91
Orange,2018,9,82.12,64.42
Orange,2018,10,79.53,60.68
Orange,2018,11,75.52,55.55
Orange,2018,12,67.73,49.88
Orange,2019,1,67.31,49.69
Orange,2019,2,62.08,45.23
Orange,2019,3,69.15,52.04
Orange,2019,4,73.81,55.98
Orange,2019,5,70.28,56.63
Orange,2019,6,76.53,62.12
Orange,2019,7,82.38,64.98
Orange,2019,8,84.35,65.38
Orange,2019,9,84.38,65.94
Orange,2019,10,82.76,58.83
Orange,2019,11,74.78,52.83
Orange,2019,12,66.65,49.66
Orange,2020,1,68.88,48.53
Orange,2020,2,71.81,49.66
Orange,2020,3,67.88,52.29
Orange,2020,4,72.41,56.31
Orange,2020,5,78.63,60.47
Orange,2020,6,79.92,62.79
Orange,2020,7,82.8,63.96
Orange,2020,8,86.76,67.06
Orange,2020,9,86.99,64.46
Orange,2020,10,83.65,62.06
Orange,2020,11,74.42,51.74
Orange,2020,12,71.4,48.33
Placer,2016,1,50.67,35.56
Placer,2016,2,62.95,39.1
Placer,2016,3,58.67,39.69
Placer,2016,4,67.0,43.56
Placer,2016,5,71.57,47.46
Placer,2016,6,84.71,55.55
Placer,2016,7,89.64,59.34
Placer,2016,8,89.64,59.68
Placer,2016,9,82.63,54.14
Placer,2016,10,66.38,46.54
Placer,2016,11,59.59,40.06
Placer,2016,12,51.11,33.14
Placer,2017,1,47.61,32.7
Placer,2017,2,51.22,37.01
Placer,2017,3,60.12,39.54
Placer,2017,4,60.72,40.48
Placer,2017,5,73.37,47.79
Placer,2017,6,82.54,55.78
Placer,2017,7,91.79,61.86
Placer,2017,8,90.24,62.27
Placer,2017,9,80.4,54.86
Placer,2017,10,73.63,45.81
Placer,2017,11,56.8,41.19
Placer,2017,12,57.66,35.42
Placer,2018,1,54.15,37.83
Placer,2018,2,55.21,32.52
Placer,2018,3,54.61,34.74
Placer,2018,4,63.49,40.16
Placer,2018,5,71.84,47.23
Placer,2018,6,82.66,53.34
Placer,2018,7,92.13,63.27
Placer,2018,8,88.02,58.48
Placer,2018,9,83.05,53.8
Placer,2018,10,72.27,46.78
Placer,2018,11,62.01,39.86
Placer,2018,12,51.27,33.99
Placer,2019,1,52.89,35.53
Placer,2019,2,44.05,29.39
Placer,2019,3,53.55,35.57
Placer,2019,4,65.37,43.23
Placer,2019,5,66.36,43.85
Placer,2019,6,82.23,54.93
Placer,2019,7,86.49,58.66
Placer,2019,8,87.74,58.85
Placer,2019,9,77.53,51.38
Placer,2019,10,70.72,42.62
Placer,2019,11,62.83,39.94
Placer,2019,12,50.19,35.45
Placer,2020,1,50.88,34.71
Placer,2020,2,59.28,34.91
Placer,2020,3,53.73,34.92
Placer,2020,4,63.09,41.21
Placer,2020,5,71.6,46.9
Placer,2020,6,80.45,52.75
Placer,2020,7,88.07,58.82
Placer,2020,8,89.66,61.29
Placer,2020,9,84.91,57.0
Placer,2020,10,78.42,48.62
Placer,2020,11,59.14,34.86
Placer,2020,12,53.6,32.3
Plumas,2016,1,41.88,24.11
Plumas,2016,2,53.42,23.58
Plumas,2016,3,52.87,29.05
Plumas,2016,4,62.11,32.3
Plumas,2016,5,66.1,37.48
Plumas,2016,6,80.55,40.03
Plumas,2016,7,86.49,41.53
Plumas,2016,8,88.57,42.99
Plumas,2016,9,79.56,35.86
Plumas,2016,10,61.62,32.09
Plumas,2016,11,53.81,26.44
Plumas,2016,12,42.3,19.13
Plumas,2017,1,34.92,18.64
Plumas,2017,2,41.93,25.32
Plumas,2017,3,53.45,26.68
Plumas,2017,4,54.94,29.71
Plumas,2017,5,70.9,36.45
Plumas,2017,6,80.56,43.33
Plumas,2017,7,89.99,45.23
Plumas,2017,8,88.53,47.68
Plumas,2017,9,75.48,39.57
Plumas,2017,10,67.72,25.29
Plumas,2017,11,52.01,26.3
Plumas,2017,12,48.9,17.93
Plumas,2018,1,48.29,21.32
Plumas,2018,2,48.42,16.43
Plumas,2018,3,46.93,21.78
Plumas,2018,4,61.3,30.81
Plumas,2018,5,66.7,37.19
Plumas,2018,6,79.76,39.13
Plumas,2018,7,91.29,48.56
Plumas,2018,8,87.77,41.48
Plumas,2018,9,80.94,34.02
Plumas,2018,10,64.82,31.49
Plumas,2018,11,56.19,23.48
Plumas,2018,12,43.81,21.93
Plumas,2019,1,45.82,21.34
Plumas,2019,3,47.43,24.96
Plumas,2019,4,62.1,32.86
Plumas,2019,5,63.1,35.3
Plumas,2019,6,78.63,41.52
Plumas,2019,7,84.54,43.45
Plumas,2019,8,87.34,43.57
Plumas,2019,9,73.85,36.19
Plumas,2019,10,62.58,25.72
Plumas,2019,11,62.44,24.18
Plumas,2019,12,42.0,21.79
Plumas,2020,1,44.39,23.27
Plumas,2020,2,54.98,21.24
Plumas,2020,3,47.33,21.33
Plumas,2020,4,61.27,30.42
Plumas,2020,5,69.54,35.41
Plumas,2020,6,78.36,39.84
Plumas,2020,7,88.17,44.26
Plumas,2020,8,89.42,45.92
Plumas,2020,9,82.84,39.84
Plumas,2020,10,74.4,30.03
Plumas,2020,11,54.84,20.79
Plumas,2020,12,44.75,19.53
Riverside,2016,1,62.85,41.6
Riverside,2016,2,76.2,47.68
Riverside,2016,3,74.64,47.78
Riverside,2016,4,78.08,51.75
Riverside,2016,5,80.03,54.53
Riverside,2016,6,95.42,64.96
Riverside,2016,7,98.07,67.8
Riverside,2016,8,96.88,67.7
Riverside,2016,9,89.8,62.16
Riverside,2016,10,82.52,57.32
Riverside,2016,11,75.12,50.11
Riverside,2016,12,62.22,42.84
Riverside,2017,1,58.68,42.0
Riverside,2017,2,64.4,45.93
Riverside,2017,3,75.97,49.45
Riverside,2017,4,80.08,51.93
Riverside,2017,5,82.88,55.34
Riverside,2017,6,95.02,63.9
Riverside,2017,7,98.95,70.53
Riverside,2017,8,97.53,69.84
Riverside,2017,9,88.63,63.37
Riverside,2017,10,86.03,57.66
Riverside,2017,11,75.72,51.27
Riverside,2017,12,70.79,44.57
Riverside,2018,1,70.2,46.37
Riverside,2018,2,67.48,42.58
Riverside,2018,3,69.03,46.74
Riverside,2018,4,79.6,51.79
Riverside,2018,5,80.65,55.15
Riverside,2018,6,92.91,61.26
Riverside,2018,7,100.48,72.3
Riverside,2018,8,97.75,69.97
Riverside,2018,9,94.79,64.85
Riverside,2018,10,80.82,56.79
Riverside,2018,11,73.21,48.13
Riverside,2018,12,63.88,42.6
Riverside,2019,1,62.96,42.96
Riverside,2019,2,57.56,38.67
Riverside,2019,3,68.2,46.3
Riverside,2019,4,78.48,52.39
Riverside,2019,5,74.81,52.05
Riverside,2019,6,90.13,61.61
Riverside,2019,7,97.28,67.06
Riverside,2019,8,99.39,67.89
Riverside,2019,9,89.8,62.96
Riverside,2019,10,82.15,52.8
Riverside,2019,11,73.62,47.47
Riverside,2019,12,59.7,42.28
Riverside,2020,1,65.19,41.44
Riverside,2020,2,68.39,42.74
Riverside,2020,3,63.86,44.04
Riverside,2020,4,73.06,50.8
Riverside,2020,5,86.12,56.83
Riverside,2020,6,88.95,60.16
Riverside,2020,7,96.96,64.8
Riverside,2020,8,99.89,69.69
Riverside,2020,9,97.16,65.82
Riverside,2020,10,87.57,58.47
Riverside,2020,11,73.62,46.79
Riverside,2020,12,65.93,41.67
Sacramento,2016,1,56.86,42.7
Sacramento,2016,2,66.82,41.23
Sacramento,2016,3,66.54,46.77
Sacramento,2016,4,75.58,49.43
Sacramento,2016,5,82.03,54.13
Sacramento,2016,6,90.97,57.57
Sacramento,2016,7,92.86,59.21
Sacramento,2016,8,91.24,57.47
Sacramento,2016,9,87.81,54.38
Sacramento,2016,10,74.31,50.81
Sacramento,2016,11,64.66,43.72
Sacramento,2016,12,54.18,35.6
Sacramento,2017,1,53.52,39.47
Sacramento,2017,2,59.3,44.72
Sacramento,2017,3,67.07,45.81
Sacramento,2017,4,69.48,48.05
Sacramento,2017,5,81.8,52.8
Sacramento,2017,6,90.46,59.25
Sacramento,2017,7,96.4,60.97
Sacramento,2017,8,93.74,61.32
Sacramento,2017,9,88.22,58.73
Sacramento,2017,10,79.96,47.32
Sacramento,2017,11,63.16,46.1
Sacramento,2017,12,59.6,33.56
Sacramento,2018,1,57.31,41.58
Sacramento,2018,2,63.43,35.44
Sacramento,2018,3,65.09,41.45
Sacramento,2018,4,71.53,46.0
Sacramento,2018,5,79.59,52.29
Sacramento,2018,6,89.89,56.09
Sacramento,2018,7,95.65,60.84
Sacramento,2018,8,89.84,57.9
Sacramento,2018,9,87.71,54.31
Sacramento,2018,10,80.21,49.14
Sacramento,2018,11,66.64,40.71
Sacramento,2018,12,57.0,39.5
Sacramento,2019,1,58.3,41.15
Sacramento,2019,2,54.71,40.3
Sacramento,2019,3,63.17,43.69
Sacramento,2019,4,74.0,50.74
Sacramento,2019,5,75.37,51.23
Sacramento,2019,6,89.91,58.43
Sacramento,2019,7,92.21,60.45
Sacramento,2019,8,93.89,62.01
Sacramento,2019,9,86.74,56.61
Sacramento,2019,10,79.0,45.8
Sacramento,2019,11,69.02,41.17
Sacramento,2019,12,57.2,42.51
Sacramento,2020,1,56.7,40.09
Sacramento,2020,2,67.12,40.03
Sacramento,2020,3,64.21,43.18
Sacramento,2020,4,74.76,48.66
Sacramento,2020,5,84.14,54.2
Sacramento,2020,6,90.78,58.33
Sacramento,2020,7,94.5,58.88
Sacramento,2020,8,95.93,63.15
Sacramento,2020,9,91.39,59.91
Sacramento,2020,10,85.31,51.54
Sacramento,2020,11,66.0,38.87
Sacramento,2020,12,59.19,36.68
San Benito,2016,1,57.14,43.85
San Benito,2016,2,66.86,44.11
San Benito,2016,3,65.53,46.23
San Benito,2016,4,71.35,48.85
San Benito,2016,5,73.17,52.51
San Benito,2016,6,84.35,58.15
San Benito,2016,7,83.64,59.85
San Benito,2016,8,80.7,59.35
San Benito,2016,9,81.79,56.06
San Benito,2016,10,72.93,52.75
San Benito,2016,11,65.73,46.33
San Benito,2016,12,56.54,39.53
San Benito,2017,1,55.32,40.1
San Benito,2017,2,59.7,44.44
San Benito,2017,3,66.71,45.62
San Benito,2017,4,69.07,46.92
San Benito,2017,5,75.35,52.43
San Benito,2017,6,82.12,58.35
San Benito,2017,7,86.6,62.06
San Benito,2017,8,85.27,63.37
San Benito,2017,9,82.76,59.51
San Benito,2017,10,77.41,51.47
San Benito,2017,11,65.92,47.03
San Benito,2017,12,62.71,38.93
San Benito,2018,1,61.55,44.42
San Benito,2018,2,63.53,39.89
San Benito,2018,3,63.21,43.3
San Benito,2018,4,69.73,47.11
San Benito,2018,5,72.47,51.71
San Benito,2018,6,80.84,56.71
San Benito,2018,7,87.06,63.72
San Benito,2018,8,83.59,61.1
San Benito,2018,9,80.69,56.71
San Benito,2018,10,76.13,52.61
San Benito,2018,11,68.01,47.36
San Benito,2018,12,57.62,42.23
San Benito,2019,1,59.61,43.93
San Benito,2019,2,54.58,39.52
San Benito,2019,3,62.66,44.15
San Benito,2019,4,71.96,50.37
San Benito,2019,5,68.99,50.71
San Benito,2019,6,80.47,58.34
San Benito,2019,7,83.22,60.96
San Benito,2019,8,86.07,63.26
San Benito,2019,9,82.89,58.73
San Benito,2019,10,76.35,50.28
San Benito,2019,11,67.92,45.64
San Benito,2019,12,57.57,45.12
San Benito,2020,1,57.27,42.05
San Benito,2020,2,64.27,41.83
San Benito,2020,3,60.72,43.76
San Benito,2020,4,68.81,49.9
San Benito,2020,5,78.71,54.48
San Benito,2020,6,81.91,57.46
San Benito,2020,7,82.78,61.79
San Benito,2020,8,87.26,65.39
San Benito,2020,9,85.67,61.74
San Benito,2020,10,82.07,56.4
San Benito,2020,11,65.83,43.29
San Benito,2020,12,60.5,40.09
San Bernardino,2016,1,58.73,37.13
San Bernardino,2016,2,71.1,41.87
San Bernardino,2016,3,72.7,45.41
San Bernardino,2016,4,76.07,49.89
San Bernardino,2016,5,79.98,53.55
San Bernardino,2016,6,96.58,65.83
San Bernardino,2016,7,99.6,69.56
San Bernardino,2016,8,97.33,68.4
San Bernardino,2016,9,88.98,60.64
San Bernardino,2016,10,81.08,54.15
San Bernardino,2016,11,71.64,44.87
San Bernardino,2016,12,59.6,38.49
San Bernardino,2017,1,55.87,38.17
San Bernardino,2017,2,63.32,43.23
San Bernardino,2017,3,74.38,46.13
San Bernardino,2017,4,78.05,49.4
San Bernardino,2017,5,82.84,53.4
San Bernardino,2017,6,95.75,63.15
San Bernardino,2017,7,99.47,70.48
San Bernardino,2017,8,97.16,68.65
San Bernardino,2017,9,87.8,60.9
San Bernardino,2017,10,83.78,52.87
San Bernardino,2017,11,73.64,47.42
San Bernardino,2017,12,66.46,39.84
San Bernardino,2018,1,66.34,41.45
San Bernardino,2018,2,64.66,38.45
San Bernardino,2018,3,66.52,43.48
San Bernardino,2018,4,79.48,50.2
San Bernardino,2018,5,81.82,54.16
San Bernardino,2018,6,93.46,61.88
San Bernardino,2018,7,99.91,72.02
San Bernardino,2018,8,97.52,69.81
San Bernardino,2018,9,93.61,63.05
San Bernardino,2018,10,77.7,53.02
